image_id,dimension,modality,within_mean,cross_mean
102tapSsNubXllWzP7asAW-qwMJApiWt6,gender,caption,0.8717436790466309,
102tapSsNubXllWzP7asAW-qwMJApiWt6,gender,justification,0.8135923743247986,
102tapSsNubXllWzP7asAW-qwMJApiWt6,gender,perception,0.8316498316498318,
102tapSsNubXllWzP7asAW-qwMJApiWt6,economic_status,caption,1.000000238418579,0.7460521459579468
102tapSsNubXllWzP7asAW-qwMJApiWt6,economic_status,justification,0.9999995231628418,0.630913257598877
102tapSsNubXllWzP7asAW-qwMJApiWt6,economic_status,perception,1.0,0.6666666666666667
102tapSsNubXllWzP7asAW-qwMJApiWt6,political_spectrum,caption,0.8717436790466309,
102tapSsNubXllWzP7asAW-qwMJApiWt6,political_spectrum,justification,0.8135923743247986,
102tapSsNubXllWzP7asAW-qwMJApiWt6,political_spectrum,perception,0.8316498316498318,
102tapSsNubXllWzP7asAW-qwMJApiWt6,personality,caption,0.8717436790466309,
102tapSsNubXllWzP7asAW-qwMJApiWt6,personality,justification,0.8135923743247986,
102tapSsNubXllWzP7asAW-qwMJApiWt6,personality,perception,0.8316498316498318,
103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,gender,caption,0.9310367107391357,
103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,gender,justification,0.8349541425704956,
103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,gender,perception,0.898989898989899,
103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,economic_status,caption,1.0,0.8634525537490845
103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,economic_status,justification,1.0,0.6732091903686523
103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,economic_status,perception,1.0,0.7999999999999999
103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,political_spectrum,caption,0.9310367107391357,
103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,political_spectrum,justification,0.8349541425704956,
103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,political_spectrum,perception,0.898989898989899,
103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,personality,caption,0.9310367107391357,
103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,personality,justification,0.8349541425704956,
103V6ocF--_BPMnZoK9eUxTWbIZG2QsHG,personality,perception,0.898989898989899,
10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,gender,caption,0.9219774007797241,
10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,gender,justification,0.7913539409637451,
10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,gender,perception,0.6392496392496393,
10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,economic_status,caption,1.0,0.8455151319503784
10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,economic_status,justification,0.9999998807907104,0.5868808031082153
10ha6FXS8e5O7LoMJMasGsqRPE_9V8tk4,economic_status,perception,1.0,0.2857142857142856
